"","MandateId","SearchStatus","MandateDate","EntryDate","MandateSizeCurrency","MandateSizeAmount","AccountSizeAmount","MandateRegion","Fund","FundType","FundCountry","FundRegion","SearchConsultant","AssetManager","AssetManagerParentFirm","AssetManagerCountry","MainAssetClass","InvestmentApproach","SubAssetClass","CapSize","Style","Benchmark.Index","Month","Region","Year","Quarter","AC2","XR","OriginalAmount"
"2455",2147029149,"Completed",2017-02-21,"2/21/2017","USD",50,50,"Global","Teachers' Retirement System of the State of Illinois","Public D.B.","United States","North America","RVK Inc.","Ramirez Asset Management","","United States","Fixed Income","Active","","","","","02","US","2017","Q1","Fixed Income",1,50
"2457",2147031732,"Completed",2017-09-01,"9/1/2017","USD",0,0,"International","Westfield (Mass.) Contributory Retirement System","Public D.B.","United States","North America","None","RBC","","Hong Kong","Equity","Mixed/Unspecified","","Small- to Mid-Cap","","","09","US","2017","Q3","Equity",1,0
"2459",2147032789,"Completed",2017-09-11,"9/11/2017","USD",164,82,"U.S.","California Department of Human Resources","Public D.C.","United States","North America","None","RBC Global Asset Management","","United States","Equity","Active","","Small-Cap","Growth","","09","US","2017","Q3","Equity",1,82
"2460",2147032480,"Completed",2017-08-24,"8/24/2017","USD",25,20,"International","Holyoke Retirement System","Public D.B.","United States","North America","Segal Marco Advisors","RBC Global Asset Management","","United States","Equity","Mixed/Unspecified","","Large-Cap","","","08","US","2017","Q3","Equity",1,20
"2461",2147031575,"Completed",2017-07-17,"7/17/2017","USD",50,50,"Emerging Markets","Dallas Police & Fire Pension Fund","Public D.B.","United States","North America","NEPC","RBC Global Asset Management","","United States","Equity","Mixed/Unspecified","","","","","07","US","2017","Q3","Equity",1,50
"2465",2147030020,"Completed",2017-04-19,"4/19/2017","USD",75,75,"U.S.","State of Wisconsin Investment Board","Public D.B.","United States","North America","StepStone Group, LP","RCP Advisors","","United States","Private Equity","","Buyout/Fund-of-Funds","","","","04","US","2017","Q2","Private Equity",1,75
"2467",2147030925,"Completed",2017-06-28,"6/28/2017","USD",0,0,"Global","Milwaukee City Employees Retirement System","Public D.B.","United States","North America","Callan Associates","Reams Asset Management Company","","United States","Fixed Income","Mixed/Unspecified","","","","","06","US","2017","Q2","Fixed Income",1,0
"2468",2147029782,"Completed",2017-04-04,"4/4/2017","USD",90,90,"Global","Texas Municipal Retirement System","Public D.B.","United States","North America","Albourne Partners","Redcliff Realty Group","","Canada","Hedge Funds","","Absolute Return","","","","04","US","2017","Q2","Hedge Funds",1,90
"2469",2147029074,"Completed",2017-02-15,"2/15/2017","USD",50,50,"U.S.","University of Michigan","Endowment","United States","North America","Cambridge Associates","Redding Ridge Holdings","","United States","Fixed Income","Mixed/Unspecified","CDO","","","","02","US","2017","Q1","Fixed Income",1,50
"2470",2147030089,"Completed",2017-04-21,"4/21/2017","USD",200,200,"U.S.","Tennessee Consolidated Retirement System","Public D.B.","United States","North America","Verus Advisory Inc. (formerly Wurts & Associates)","Redwood Capital Management","","United States","Fixed Income","Mixed/Unspecified","Credit","","","","04","US","2017","Q2","Fixed Income",1,200
"2472",2147031281,"Completed",2017-09-04,"9/5/2017","USD",0,0,"U.S.","State of Alabama Office of the Treasurer","Public D.B.","United States","North America","None","Regions Financial","","United States","Fixed Income","Mixed/Unspecified","","","","","09","US","2017","Q3","Fixed Income",1,0
"2473",2147029075,"Completed",2017-02-15,"2/15/2017","USD",17.5,17.5,"U.S.","University of Michigan","Endowment","United States","North America","Cambridge Associates","Related Companies","","United States","Real Estate","Mixed/Unspecified","Residential","","","","02","US","2017","Q1","Real Estate",1,17.5
"2476",2147030785,"Completed",2017-06-14,"6/14/2017","USD",25,25,"U.S.","Michigan Retirement Systems","Public D.B.","United States","North America","None","Renaissance Venture Capital Fund","","United States","Private Equity","","Fund-of-Funds/Venture Capital","","","","06","US","2017","Q2","Private Equity",1,25
"2479",2147028993,"Completed",2017-02-09,"2/9/2017","USD",7,7,"U.S.","Oklahoma State Regents for Higher Education","Endowment","United States","North America","Mercer","Resource Capital Funds","","United States","Private Equity","","Commodities-Focused","","","","02","US","2017","Q1","Private Equity",1,7
"2480",2147028682,"Completed",2017-01-25,"1/25/2017","USD",75,75,"Global","Kansas Public Employees Retirement System","Public D.B.","United States","North America","Pension Consulting Alliance","Resource Management Services","","United States","Real Assets","","Timberland/Vineyards","","","","01","US","2017","Q1","Other Alternatives",1,75
"2486",2147029641,"Completed",2017-03-22,"3/22/2017","USD",0,0,"U.S.","Illinois Student Assistance Commission","529 Plan","United States","North America","Callan Associates","RhumbLine Advisers","","United States","Equity","Passive","","All-Cap","Core","","03","US","2017","Q1","Equity",1,0
"2487",2147029640,"Completed",2017-03-22,"3/22/2017","USD",0,0,"U.S.","Illinois Student Assistance Commission","529 Plan","United States","North America","Callan Associates","RhumbLine Advisers","","United States","Equity","Passive","","Large-Cap","Core","","03","US","2017","Q1","Equity",1,0
"2488",2147024213,"Completed",2017-02-10,"2/10/2017","USD",22,22,"International","Philadelphia Gas Works","Public D.B.","United States","North America","The PFM Group","RhumbLine Advisers","","United States","Equity","Passive","","","","","02","US","2017","Q1","Equity",1,22
"2489",2147026604,"Completed",2017-02-10,"2/10/2017","USD",0,0,"U.S.","Philadelphia Public Employees’ Retirement System","Public D.B.","United States","North America","Marquette Associates","RhumbLine Advisers","","United States","Real Assets","","Infrastructure","","","Dow Jones Brookfield Global Infrastructure Index","02","US","2017","Q1","Other Alternatives",1,0
"2490",2147027445,"Completed",2017-01-19,"1/19/2017","USD",15.5,15.5,"U.S.","Haverhill Retirement System","Public D.B.","United States","North America","Wainwright Investment Counsel","RhumbLine Advisers","","United States","Equity","Passive","","Mid-Cap","Core","","01","US","2017","Q1","Equity",1,15.5
"2491",2147028511,"Completed",2017-01-06,"1/6/2017","USD",43,43,"U.S.","Miami Beach Firefighters & Police Officers Fund (Defined Benefit)","Public D.B.","United States","North America","AndCo Consulting (formerly The Bogdahn Group)","RhumbLine Advisers","","United States","Equity","Passive","","Large-Cap","Value","","01","US","2017","Q1","Equity",1,43
"2492",2147030926,"Completed",2017-06-21,"6/21/2017","USD",675,675,"U.S.","State Universities Retirement System of Illinois","Public D.B.","United States","North America","NEPC","RhumbLine Advisers","","United States","Fixed Income","Passive","Treasury Inflation Protection Securities","","","","06","US","2017","Q2","Fixed Income",1,675
"2493",2147030165,"Completed",2017-04-26,"4/26/2017","USD",10,10,"U.S.","Hollywood (Fla.) Police Pension System","Public D.B.","United States","North America","AndCo Consulting (formerly The Bogdahn Group)","RhumbLine Advisers","","United States","Equity","Passive","","Large-Cap","Growth","","04","US","2017","Q2","Equity",1,10
"2494",2147033206,"Completed",2017-09-27,"9/27/2017","USD",80,80,"U.S.","Municipal Employees' Annuity and Benefit Fund of Chicago","Public D.B.","United States","North America","Marquette Associates","RhumbLine Advisers","","United States","Equity","Passive","","Mid-Cap","Growth","","09","US","2017","Q3","Equity",1,80
"2495",2147032355,"Completed",2017-09-25,"9/25/2017","USD",270,270,"U.S.","Chicago Public School Teachers' Pension & Retirement Fund","Public D.B.","United States","North America","Callan Associates","RhumbLine Advisers","","United States","Equity","Mixed/Unspecified","","Large-Cap","Growth","Russell 1000 Growth","09","US","2017","Q3","Equity",1,270
"2496",2147031117,"Completed",2017-09-08,"9/8/2017","USD",250,250,"U.S.","Ohio Bureau of Workers Compensation","Public D.B.","United States","North America","RVK Inc.","RhumbLine Advisers","","United States","Equity","Passive","","Large-Cap","","Russell 200","09","US","2017","Q3","Equity",1,250
"2497",2147032525,"Completed",2017-08-29,"8/29/2017","USD",25,25,"U.S.","Philadelphia Public Employees’ Retirement System","Public D.B.","United States","North America","Marquette Associates","RhumbLine Advisers","","United States","Real Assets","","Infrastructure","","","","08","US","2017","Q3","Other Alternatives",1,25
"2498",2146995173,"Completed",2017-07-25,"7/25/2017","USD",19,13.7,"U.S.","City of Ann Arbor Employees’ Retirement System","Public D.B.","United States","North America","Gray & Company","RhumbLine Advisers","","United States","Equity","Mixed/Unspecified","","Small-Cap","Growth","","07","US","2017","Q3","Equity",1,13.7
"2499",2147031669,"Completed",2017-07-20,"7/20/2017","USD",20,20,"U.S.","Fort Lauderdale Police & Fire Retirement System","Public D.B.","United States","North America","None","RhumbLine Advisers","","United States","Equity","Mixed/Unspecified","","Small-Cap","","","07","US","2017","Q3","Equity",1,20
"2500",2147032892,"Completed",2017-09-14,"9/14/2017","USD",50,50,"North America","Michigan Retirement Systems","Public D.B.","United States","North America","Aon Hewitt Investment Consulting","Rialto Capital Management","","United States","Real Estate","Mixed/Unspecified","Value-Added","","","","09","US","2017","Q3","Real Estate",1,50
"2501",2147026024,"Completed",2017-01-24,"1/24/2017","USD",10,10,"U.S.","Oakland Police & Fire Retirement System","Public D.B.","United States","North America","Pension Consulting Alliance","Rice Hall James & Associates","","United States","Equity","Active","","Small-Cap","Growth","","01","US","2017","Q1","Equity",1,10
"2502",2147031898,"Completed",2017-08-01,"8/1/2017","USD",50,50,"U.S.","State of Wisconsin Investment Board","Public D.B.","United States","North America","None","Ridgemont Equity Partners","","United States","Private Equity","","Commodities-Focused","","","","08","US","2017","Q3","Private Equity",1,50
"2504",2147030791,"Completed",2017-06-14,"6/14/2017","USD",13,13,"U.S.","Michigan Retirement Systems","Public D.B.","United States","North America","None","Ridgewood Private Equity Partners","","United States","Real Assets","","Infrastructure","","","","06","US","2017","Q2","Other Alternatives",1,13
"2505",2147029869,"Completed",2017-04-05,"4/5/2017","USD",0,0,"U.S.","University of Maine Defined Contribution Plan","Public D.C.","United States","North America","CAPTRUST Financial Advisors","RidgeWorth Capital Management","","United States","Equity","Active","","Mid-Cap","Value","","04","US","2017","Q2","Equity",1,0
"2507",2147029524,"Completed",2017-03-15,"3/15/2017","USD",15,15,"U.S.","University of Kentucky","Endowment","United States","North America","Fund Evaluation Group","Rimrock Company","","United States","Hedge Funds","","Multi-Strategy","","","","03","US","2017","Q1","Hedge Funds",1,15
"2508",2147029135,"Completed",2017-02-23,"2/23/2017","USD",40,40,"U.S.","Rhode Island State Investment Commission","Public D.B.","United States","North America","Cliffwater","Riordan, Lewis & Haden","","United States","Private Equity","","Buyout","","","","02","US","2017","Q1","Private Equity",1,40
"2509",2147031437,"Completed",2017-07-12,"7/12/2017","USD",50,50,"North America","Employees Retirement System of Texas","Public D.B.","United States","North America","Altius Associates","Riordan, Lewis & Haden","","United States","Private Equity","","Buyout","","","","07","US","2017","Q3","Private Equity",1,50
"2511",2147031412,"Completed",2017-07-12,"7/11/2017","USD",0,0,"U.S.","Houston Police Officers’ Pension System","Public D.B.","United States","North America","None","Riverside Partners","","United States","Private Equity","","Technology","","","","07","US","2017","Q3","Private Equity",1,0
"2512",2147031004,"Completed",2017-06-23,"6/23/2017","USD",100,100,"Global","Teachers' Retirement System of the State of Illinois","Public D.B.","United States","North America","None","Riverstone Holdings","","United States","Fixed Income","Mixed/Unspecified","Debt","","","","06","US","2017","Q2","Fixed Income",1,100
"2514",2147031417,"Completed",2017-07-11,"7/11/2017","USD",12.5,12.5,"Global","Teachers’ Retirement System of Louisiana","Public D.B.","United States","North America","Hamilton Lane Advisors","Roark Capital Group","","United States","Private Equity","","Middle-Market","","","","07","US","2017","Q3","Private Equity",1,12.5
"2517",2147031756,"Completed",2017-07-25,"7/25/2017","AUD",0,0,"Asia","Russell Investment Group","Manager of Managers","United States","North America","None","Robeco","Robeco","United States","Equity","Mixed/Unspecified","","","","MSCI Emerging Markets","07","US","2017","Q3","Equity",1.24927,0
"2523",2147029141,"Completed",2017-02-28,"2/28/2017","USD",75,75,"U.S.","New Mexico Public Employees Retirement Association","Public D.B.","United States","North America","Cliffwater","Rockpoint Group","","United States","Real Estate","Mixed/Unspecified","Value-Added","","","","02","US","2017","Q1","Real Estate",1,75
